iter	Passed	Remaining
1066	26571	23234
1067	26596	23209
1068	26624	23187
1069	26650	23163
1070	26663	23127
1071	26687	23102
1072	26712	23077
1073	26738	23053
1074	26762	23028
1075	26787	23003
1076	26810	22976
1077	26834	22951
1078	26857	22925
1079	26883	22900
1080	26910	22877
1081	26934	22851
1082	26958	22826
1083	26982	22800
1084	27006	22775
1085	27031	22750
1086	27045	22716
1087	27069	22690
1088	27094	22665
1089	27117	22639
1090	27141	22613
1091	27166	22588
1092	27192	22564
1093	27219	22542
1094	27234	22509
1095	27263	22487
1096	27295	22468
1097	27313	22438
1098	27338	22412
1099	27363	22387
1100	27387	22362
1101	27412	22338
1102	27436	22312
1103	27471	22296
1104	27483	22260
1105	27507	22234
1106	27530	22208
1107	27553	22181
1108	27577	22156
1109	27601	22131
1110	27626	22106
1111	27650	22080
1112	27675	22055
1113	27698	22029
1114	27723	22005
1115	27747	21978
1116	27772	21954
1117	27796	21928
1118	27824	21906
1119	27851	21883
1120	27880	21861
1121	27907	21838
1122	27933	21814
1123	27956	21788
1124	27981	21763
1125	27992	21727
1126	28017	21702
1127	28041	21677
1128	28070	21655
1129	28093	21629
1130	28116	21603
1131	28140	21577
1132	28164	21552
1133	28189	21527
1134	28217	21504
1135	28243	21481
1136	28259	21449
1137	28284	21424
1138	28309	21399
1139	28336	21376
1140	28363	21353
1141	28390	21329
1142	28414	21304
1143	28438	21279
1144	28463	21254
1145	28487	21228
1146	28511	21203
1147	28535	21177
1148	28559	21152
1149	28583	21126
1150	28606	21100
1151	28631	21075
1152	28655	21050
1153	28680	21025
1154	28703	20999
1155	28727	20973
1156	28738	20939
1157	28762	20913
1158	28777	20882
1159	28800	20855
1160	28826	20831
1161	28851	20806
1162	28875	20781
1163	28904	20759
1164	28927	20733
1165	28950	20707
1166	28974	20681
1167	28998	20656
1168	29023	20631
1169	29050	20608
1170	29074	20583
1171	29101	20560
1172	29127	20536
1173	29152	20511
1174	29176	20485
1175	29207	20464
1176	29238	20444
1177	29254	20413
1178	29282	20390
1179	29306	20365
1180	29331	20340
1181	29355	20315
1182	29379	20289
1183	29416	20273
1184	29440	20248
1185	29464	20222
1186	29490	20198
1187	29517	20175
1188	29544	20151
1189	29568	20126
1190	29593	20101
1191	29620	20078
1192	29635	20046
1193	29658	20020
1194	29670	19987
1195	29695	19962
1196	29719	19936
1197	29732	19904
1198	29758	19880
1199	29785	19856
1200	29807	19830
1201	29822	19798
1202	29846	19773
1203	29870	19748
1204	29883	19715
1205	29908	19691
1206	29932	19665
1207	29957	19640
1208	29972	19609
1209	29984	19576
1210	30006	19550
1211	30032	19526
1212	30056	19500
1213	30080	19475
1214	30092	19442
1215	30108	19412
1216	30131	19386
1217	30157	19362
1218	30183	19338
1219	30208	19313
1220	30231	19287
1221	30257	19263
1222	30283	19239
1223	30301	19210
1224	30324	19185
1225	30336	19151
1226	30346	19118
1227	30370	19092
1228	30397	19069
1229	30422	19044
1230	30446	19020
1231	30469	18993
1232	30495	18969
1233	30519	18944
1234	30541	18918
1235	30557	18888
1236	30580	18862
1237	30598	18833
1238	30611	18801
1239	30636	18777
1240	30659	18751
1241	30683	18726
1242	30709	18702
1243	30737	18679
1244	30749	18647
1245	30773	18621
1246	30796	18596
1247	30814	18567
1248	30836	18541
1249	30861	18516
1250	30897	18498
1251	30911	18467
1252	30934	18442
1253	30958	18416
1254	30983	18392
1255	31009	18368
1256	31035	18344
1257	31060	18320
1258	31085	18295
1259	31108	18270
1260	31132	18245
1261	31162	18223
1262	31194	18202
1263	31211	18173
1264	31227	18143
1265	31252	18119
1266	31276	18094
1267	31301	18069
1268	31326	18045
1269	31359	18025
1270	31383	18000
1271	31407	17975
1272	31422	17945
1273	31450	17922
1274	31475	17897
1275	31501	17873
1276	31516	17843
1277	31541	17819
1278	31557	17789
1279	31570	17758
1280	31597	17734
1281	31614	17706
1282	31649	17687
1283	31682	17667
1284	31709	17643
1285	31723	17612
1286	31738	17583
1287	31764	17559
1288	31790	17535
1289	31818	17512
1290	31843	17487
1291	31867	17462
1292	31886	17435
1293	31913	17411
1294	31937	17387
1295	31963	17362
1296	31989	17338
1297	32018	17316
1298	32044	17292
1299	32069	17268
1300	32093	17243
1301	32119	17219
1302	32143	17194
1303	32168	17169
1304	32194	17145
1305	32218	17120
1306	32244	17096
1307	32268	17071
1308	32294	17047
1309	32319	17023
1310	32336	16994
1311	32363	16971
1312	32379	16941
1313	32405	16918
1314	32433	16895
1315	32456	16869
1316	32471	16839
1317	32497	16815
1318	32514	16787
1319	32540	16763
1320	32565	16738
1321	32590	16714
1322	32607	16685
1323	32621	16655
1324	32648	16632
1325	32675	16608
1326	32690	16579
1327	32706	16550
1328	32731	16525
1329	32744	16495
1330	32770	16471
1331	32784	16441
1332	32810	16417
1333	32824	16387
1334	32842	16359
1335	32870	16336
1336	32884	16306
1337	32909	16282
1338	32921	16251
1339	32945	16227
1340	32961	16198
1341	32986	16173
1342	33009	16148
1343	33022	16118
1344	33047	16093
1345	33074	16070
1346	33109	16051
1347	33134	16026
1348	33151	15998
1349	33178	15974
1350	33203	15950
1351	33228	15926
1352	33254	15902
1353	33290	15883
1354	33318	15860
1355	33332	15830
1356	33355	15805
1357	33367	15774
1358	33393	15750
1359	33418	15726
1360	33442	15701
1361	33466	15676
1362	33479	15646
1363	33504	15622
1364	33516	15591
1365	33539	15566
1366	33563	15541
1367	33586	15516
1368	33611	15492
1369	33633	15466
1370	33648	15437
1371	33674	15413
1372	33698	15389
1373	33728	15366
1374	33751	15341
1375	33764	15311
1376	33790	15287
1377	33802	15257
1378	33826	15233
1379	33838	15202
1380	33862	15177
1381	33890	15155
1382	33908	15127
1383	33920	15097
1384	33945	15073
1385	33967	15047
1386	33991	15022
1387	34014	14997
1388	34039	14973
1389	34065	14949
1390	34088	14924
