iter	RMSE
633	16.89508861
634	16.89365752
635	16.89045495
636	16.88263845
637	16.88212391
638	16.87690261
639	16.87379344
640	16.87257718
641	16.87102977
642	16.8694372
643	16.86482276
644	16.86349889
645	16.85407399
646	16.84483356
647	16.84476687
648	16.83821377
649	16.83289614
650	16.82650016
651	16.8169068
652	16.80675629
653	16.80675346
654	16.80551917
655	16.80462941
656	16.79893004
657	16.79043203
658	16.78481362
659	16.78119898
660	16.77876427
661	16.76905302
662	16.76802261
663	16.76722334
664	16.76358319
665	16.75284125
666	16.75192507
667	16.74953901
668	16.74072764
669	16.73670831
670	16.73602005
671	16.73017247
672	16.72305692
673	16.72090899
674	16.71187897
675	16.71084219
676	16.70091997
677	16.69092928
678	16.68645987
679	16.68133953
680	16.67756774
681	16.67364042
682	16.66717478
683	16.66507566
684	16.6606563
685	16.65333433
686	16.64726381
687	16.64346433
688	16.63767077
689	16.63749578
690	16.63724566
691	16.63610626
692	16.62883153
693	16.62417029
694	16.61296485
695	16.60953859
696	16.60953002
697	16.60042416
698	16.59493689
699	16.59327586
700	16.59251871
701	16.58091972
702	16.57093116
703	16.55839972
704	16.55375402
705	16.5451186
706	16.54304799
707	16.54262331
708	16.53565385
709	16.52980048
710	16.52746563
711	16.522907
712	16.51270799
713	16.51200561
714	16.50755006
715	16.49763696
716	16.49582801
717	16.49109752
718	16.49106778
719	16.49103899
720	16.48257711
721	16.47640142
722	16.47637645
723	16.4629119
724	16.44774907
725	16.44772694
726	16.44411133
727	16.44177009
728	16.4336622
729	16.43243166
730	16.42436732
731	16.42368331
732	16.42263219
733	16.41624215
734	16.41090927
735	16.40892105
736	16.40890755
737	16.40741766
738	16.40691233
739	16.40031259
740	16.39579292
741	16.39108472
742	16.39108375
743	16.38984519
744	16.3866745
745	16.38666388
746	16.38625447
747	16.38108859
748	16.37952856
749	16.37201707
750	16.36971385
751	16.36500976
752	16.3577789
753	16.34956063
754	16.34828215
755	16.34686321
756	16.34685837
757	16.33818138
758	16.3358608
759	16.33061697
760	16.33004531
761	16.32917712
762	16.32214559
763	16.31843331
764	16.31704087
765	16.31258639
766	16.30821025
767	16.30382614
768	16.30382032
769	16.30056883
770	16.29616131
771	16.28571732
772	16.28470345
773	16.28056376
774	16.27626504
775	16.27155775
776	16.26608795
777	16.26299724
778	16.25627435
779	16.25437624
780	16.25390995
781	16.25319053
782	16.2433331
783	16.2370406
784	16.22923795
785	16.22853158
786	16.22097895
787	16.21285531
788	16.20930982
789	16.20545745
790	16.20390981
791	16.19955461
792	16.19717656
793	16.19507368
794	16.18605725
795	16.18524488
796	16.18524293
797	16.17903492
798	16.17815765
799	16.17788184
800	16.17546441
801	16.17501296
802	16.17352893
803	16.16882304
804	16.16686817
805	16.16384317
806	16.1556379
807	16.15163265
808	16.1508739
809	16.14823588
810	16.14023003
811	16.13465833
812	16.1323786
813	16.1274429
814	16.12661237
815	16.12281827
816	16.11987236
817	16.11494167
818	16.10655726
819	16.1023811
820	16.10238012
821	16.09807118
822	16.09624878
823	16.09492215
824	16.09156798
825	16.08642698
826	16.08547481
827	16.07986545
828	16.07925978
829	16.07352765
830	16.06938378
831	16.06541218
832	16.0610874
833	16.05379948
834	16.04836884
835	16.04749379
836	16.04055777
837	16.03465985
838	16.02603005
839	16.01848813
840	16.01606591
841	16.01553735
842	16.01284344
843	16.01178709
844	16.0057288
845	16.00139234
846	15.99595331
847	15.99044612
848	15.981986
849	15.97628583
850	15.97558263
851	15.97067526
852	15.96918611
853	15.96881306
854	15.96210306
855	15.95893811
856	15.95054957
857	15.94884871
858	15.94557248
859	15.94411423
860	15.93886064
861	15.93689494
862	15.93404126
863	15.93376917
864	15.92992169
865	15.92235859
866	15.91634778
867	15.91492065
868	15.90482174
869	15.90217026
870	15.89548837
871	15.89464672
872	15.8864548
873	15.88101277
874	15.88078112
875	15.8787599
876	15.8765974
877	15.87290552
878	15.86334542
879	15.85790842
880	15.85481698
881	15.8489927
882	15.84568184
883	15.84063134
884	15.83548731
885	15.83143454
886	15.82034522
887	15.81645714
888	15.81351169
889	15.81013735
890	15.80980558
891	15.80775276
892	15.80485425
893	15.80414743
894	15.80159422
895	15.79388802
896	15.78821965
897	15.78763687
898	15.78298034
899	15.78041668
900	15.77834149
901	15.77242276
902	15.76825845
903	15.76279769
904	15.7585952
905	15.75563492
906	15.75385326
907	15.74836238
908	15.74819811
909	15.74804087
910	15.74580515
911	15.73924186
912	15.73477212
913	15.73269443
914	15.7278657
915	15.72780584
916	15.72152841
917	15.72109665
918	15.7155752
919	15.71542065
920	15.70966656
921	15.70372295
922	15.70105616
923	15.6949863
924	15.68793377
925	15.68779307
926	15.68297321
927	15.6828476
928	15.67989723
929	15.67478676
930	15.67467319
931	15.6728793
932	15.67062428
933	15.66836034
934	15.66582944
935	15.66216113
936	15.65983939
937	15.65570628
938	15.65290748
939	15.6510656
940	15.64566507
941	15.64560793
942	15.6409253
943	15.64081048
944	15.64069161
945	15.6364133
946	15.6363455
947	15.63618359
948	15.63534569
949	15.63311055
950	15.63307715
951	15.62435214
952	15.62133906
953	15.61808936
954	15.61466722
955	15.61127879
956	15.60904071
957	15.60512432
958	15.60512229
959	15.60424419
960	15.60418081
961	15.60413721
962	15.60162277
963	15.59489023
964	15.59279643
965	15.58388997
966	15.5801394
967	15.58005003
968	15.5800485
969	15.57789025
970	15.57381312
971	15.56947781
972	15.56625793
973	15.5646203
974	15.55928332
975	15.55923654
976	15.55510061
977	15.55496634
978	15.54771138
979	15.54405845
980	15.54036903
981	15.54027892
982	15.53849599
983	15.53843591
984	15.53834375
985	15.53695472
986	15.52747463
987	15.51848989
988	15.51836193
989	15.51674269
990	15.51570254
991	15.51356491
992	15.51137292
993	15.50683343
994	15.5067921
995	15.50320557
996	15.48945282
997	15.48660303
998	15.48656318
999	15.4790845
1000	15.47736148
1001	15.47342096
1002	15.47316429
1003	15.47308453
1004	15.47303494
1005	15.47034628
1006	15.46766175
1007	15.46279119
1008	15.4619971
1009	15.45843754
1010	15.45257342
1011	15.45081621
1012	15.44671783
1013	15.44174537
1014	15.4394325
1015	15.43161261
1016	15.42757939
1017	15.42757477
1018	15.42357332
1019	15.42230168
1020	15.42023063
1021	15.41686258
1022	15.41553702
1023	15.41100831
1024	15.40222119
1025	15.40021576
1026	15.39880811
1027	15.39806159
1028	15.39804155
1029	15.39293926
1030	15.39253477
1031	15.3924402
1032	15.39243197
1033	15.38980326
1034	15.38227856
1035	15.37399426
1036	15.37329954
1037	15.36836149
1038	15.36463657
1039	15.36211897
1040	15.36098904
1041	15.35895144
1042	15.35700063
1043	15.35483472
1044	15.35031284
1045	15.34798156
1046	15.34545504
1047	15.3432344
1048	15.34317458
1049	15.34224952
1050	15.34217114
1051	15.33739071
1052	15.33620117
1053	15.33206494
1054	15.32719567
1055	15.32717658
1056	15.31933243
1057	15.31706048
1058	15.31369971
1059	15.31132358
1060	15.30676869
1061	15.30574683
1062	15.29480707
1063	15.29216572
1064	15.28956374
1065	15.28539936
1066	15.28538124
1067	15.28299709
1068	15.28043601
1069	15.27799775
1070	15.27792007
1071	15.27719509
1072	15.26918279
1073	15.2596701
1074	15.2559731
1075	15.24778984
1076	15.24711324
1077	15.24382008
1078	15.24096329
1079	15.2381719
1080	15.23136442
1081	15.22895103
1082	15.22827203
1083	15.21618787
1084	15.21535284
1085	15.21182397
1086	15.21178653
1087	15.20298105
1088	15.20101752
1089	15.19939102
1090	15.19667789
1091	15.18990025
1092	15.18850592
1093	15.17856271
1094	15.17843553
1095	15.17711364
1096	15.17212582
1097	15.17185154
1098	15.17144532
1099	15.1693614
1100	15.16629288
1101	15.16137769
1102	15.15733415
1103	15.15579118
1104	15.15575255
1105	15.15237584
1106	15.14841764
1107	15.14742845
1108	15.14578157
1109	15.14154733
1110	15.14001426
1111	15.13097931
1112	15.1205054
1113	15.11863843
1114	15.11579461
1115	15.1151859
1116	15.11173888
1117	15.10511063
1118	15.1033109
1119	15.10082727
1120	15.09459781
1121	15.09156808
1122	15.08637211
1123	15.08460371
1124	15.077708
1125	15.07769016
1126	15.0764371
1127	15.07266419
1128	15.06732728
1129	15.06437347
1130	15.06052872
1131	15.06010847
1132	15.05959154
1133	15.05319471
1134	15.04892443
1135	15.04486802
1136	15.04474918
1137	15.0425604
1138	15.04137648
1139	15.03949389
1140	15.0364436
1141	15.03460092
1142	15.03027377
1143	15.02830662
1144	15.02382127
1145	15.0229271
1146	15.02043966
1147	15.01647566
1148	15.00861461
1149	15.00338569
1150	15.00205577
1151	15.00071465
1152	14.99505615
1153	14.99098147
1154	14.99063737
1155	14.99058143
1156	14.99058038
1157	14.98991855
1158	14.9898985
1159	14.98920287
1160	14.98593961
1161	14.98527019
1162	14.98491013
1163	14.97893405
1164	14.97207897
1165	14.97156376
1166	14.96754189
1167	14.96086932
1168	14.95589772
1169	14.94891195
1170	14.94741627
1171	14.94515924
1172	14.94121445
1173	14.93795078
1174	14.93550057
1175	14.9303658
1176	14.92890377
1177	14.92888999
1178	14.9183092
1179	14.9172602
1180	14.91514978
1181	14.91461669
1182	14.91407987
1183	14.91053754
1184	14.90703045
1185	14.90040406
1186	14.89367273
1187	14.89018877
1188	14.88431179
1189	14.88415392
1190	14.88093994
1191	14.87664574
1192	14.87655215
1193	14.87341258
1194	14.87341258
1195	14.8701202
1196	14.86736827
1197	14.86736135
1198	14.86411766
1199	14.86392285
1200	14.86330915
1201	14.863282
1202	14.85971319
1203	14.85443611
1204	14.85440842
1205	14.85199663
1206	14.84994726
1207	14.84766742
1208	14.84765623
1209	14.8476493
1210	14.84726459
1211	14.836183
1212	14.83346691
1213	14.83295222
1214	14.83295169
1215	14.83294208
1216	14.83011231
1217	14.82888795
1218	14.82470195
1219	14.82075926
1220	14.81864524
1221	14.80881216
1222	14.80590724
1223	14.80589388
1224	14.80428543
1225	14.80428543
1226	14.80428115
1227	14.79954135
1228	14.79611863
1229	14.79442997
1230	14.7897528
1231	14.78948052
1232	14.78056263
1233	14.78010551
1234	14.7798807
1235	14.77983145
1236	14.77855742
1237	14.77854243
1238	14.77851353
1239	14.7741735
1240	14.77246412
1241	14.77213743
1242	14.76830553
1243	14.76218709
1244	14.76216297
1245	14.75995534
1246	14.75701775
1247	14.75666766
1248	14.75656312
1249	14.75417233
1250	14.7473984
1251	14.7473866
1252	14.74692201
1253	14.74629325
1254	14.73959244
1255	14.73598186
1256	14.73296699
1257	14.73109065
1258	14.73074908
1259	14.73024745
1260	14.72867371
1261	14.72746079
1262	14.71740122
1263	14.7173937
1264	14.71737112
1265	14.7126103
1266	14.71247856
1267	14.70879355
1268	14.70697813
1269	14.70696791
1270	14.70402296
1271	14.70289733
1272	14.70284944
1273	14.70226453
1274	14.70127276
1275	14.69978418
1276	14.6997745
1277	14.69942413
1278	14.69938753
1279	14.69934232
1280	14.69841548
1281	14.69836919
1282	14.69264972
1283	14.6869501
1284	14.68494935
1285	14.6849445
1286	14.68493965
1287	14.68003574
1288	14.67964502
1289	14.67572589
1290	14.67556578
1291	14.67542724
1292	14.67540405
1293	14.67195454
1294	14.67037346
1295	14.66851068
1296	14.66432639
1297	14.65475201
1298	14.65311994
1299	14.64907707
1300	14.64824157
1301	14.64295906
1302	14.64230152
1303	14.63966889
1304	14.63799677
1305	14.63572986
1306	14.63501523
1307	14.63473143
1308	14.62854252
1309	14.62699462
1310	14.62698975
1311	14.6227979
1312	14.62279303
1313	14.61945448
1314	14.61695521
1315	14.61694114
1316	14.61693681
1317	14.61612762
1318	14.61612005
1319	14.61065536
1320	14.60802298
1321	14.60642199
1322	14.60641495
1323	14.60641061
1324	14.60303853
1325	14.5969397
1326	14.5969332
1327	14.59692615
1328	14.59356109
1329	14.59350851
1330	14.59267904
1331	14.59267742
1332	14.59033732
1333	14.59033678
1334	14.59000167
1335	14.58836399
1336	14.58831898
1337	14.58721696
1338	14.58718659
1339	14.58598144
1340	14.58597384
1341	14.58400915
1342	14.58303701
1343	14.58299252
1344	14.58265942
1345	14.57677731
1346	14.5753672
1347	14.57511317
1348	14.57498399
1349	14.57076197
1350	14.5693578
1351	14.56481476
1352	14.55931832
1353	14.55767991
1354	14.55515155
1355	14.55514612
1356	14.55407203
1357	14.55403344
1358	14.54870421
1359	14.54387513
1360	14.53830656
1361	14.53675013
1362	14.53674741
1363	14.53427257
1364	14.53423501
1365	14.53170258
1366	14.52860992
1367	14.52695988
1368	14.52606888
1369	14.52591965
1370	14.52580637
1371	14.52455145
1372	14.51987889
1373	14.51064101
1374	14.50937279
1375	14.50934116
1376	14.50308621
1377	14.5030562
1378	14.49679035
1379	14.49676197
1380	14.49444732
1381	14.49146683
1382	14.49145536
1383	14.49142861
1384	14.48346176
1385	14.48027303
1386	14.47909066
1387	14.47783553
1388	14.47513254
1389	14.4727051
1390	14.47126682
1391	14.4712619
1392	14.47074089
1393	14.47071246
1394	14.47004216
1395	14.47003451
1396	14.47000225
1397	14.46999514
1398	14.46594593
1399	14.46116581
1400	14.46019143
1401	14.45650723
1402	14.45530322
1403	14.45248544
1404	14.45129533
1405	14.45125044
1406	14.45124496
1407	14.4468696
1408	14.44640356
1409	14.44640028
1410	14.44107243
1411	14.43993233
1412	14.43479775
1413	14.43373225
1414	14.43093986
1415	14.42930661
1416	14.42832898
1417	14.42118585
1418	14.41902642
1419	14.41416651
1420	14.4093423
1421	14.40933901
1422	14.40931156
1423	14.40316091
1424	14.40302579
1425	14.40221392
1426	14.40221227
1427	14.3980396
1428	14.39795443
1429	14.397933
1430	14.39763133
1431	14.39589868
1432	14.39587779
1433	14.39453351
1434	14.39286369
1435	14.39144876
1436	14.38314216
1437	14.38020132
1438	14.37455943
1439	14.36837134
1440	14.36836914
1441	14.36638129
1442	14.36585482
1443	14.36519836
1444	14.36439152
1445	14.3613664
1446	14.35883984
1447	14.35754719
1448	14.35718406
1449	14.35717855
1450	14.35652335
1451	14.35529387
1452	14.35528615
1453	14.35526686
1454	14.35524978
1455	14.35523325
1456	14.35521726
1457	14.35474054
1458	14.35467551
1459	14.35467275
1460	14.35465897
1461	14.35464574
1462	14.35353681
1463	14.3532998
1464	14.35109818
1465	14.35109101
1466	14.34440194
1467	14.34357572
1468	14.34223316
1469	14.34071172
1470	14.34071007
1471	14.33364414
1472	14.33206825
1473	14.32905232
1474	14.3249583
1475	14.32113436
1476	14.3211327
1477	14.3201405
1478	14.32012614
1479	14.31723203
1480	14.31617656
1481	14.31422458
1482	14.31175051
1483	14.31118831
1484	14.30089401
1485	14.30088848
1486	14.30009129
1487	14.30008741
1488	14.30008575
1489	14.29353111
1490	14.29353
1491	14.29186555
1492	14.29113317
1493	14.29107781
1494	14.29106563
1495	14.29094883
1496	14.29094827
1497	14.29094495
1498	14.2909372
1499	14.29093388
1500	14.28899063
1501	14.28503189
1502	14.28503134
1503	14.28503134
1504	14.28490728
1505	14.28489731
1506	14.28337586
1507	14.27847477
1508	14.27115795
1509	14.27034635
1510	14.27034579
1511	14.27034246
1512	14.27033637
1513	14.27033637
1514	14.2666719
1515	14.26572306
1516	14.26572195
1517	14.26572195
1518	14.26202635
1519	14.26202358
1520	14.26201747
1521	14.26065835
1522	14.26065225
1523	14.26065169
1524	14.25609907
1525	14.25167323
1526	14.25167323
1527	14.25166657
1528	14.24909946
1529	14.24758474
1530	14.24758363
1531	14.24757808
1532	14.24757474
1533	14.24757419
1534	14.24757086
1535	14.24644359
1536	14.24175867
1537	14.23858359
1538	14.23858359
1539	14.23858303
1540	14.23307734
1541	14.23307178
1542	14.22969017
1543	14.22968461
1544	14.22655188
1545	14.22653965
1546	14.22630775
1547	14.22627383
1548	14.22627327
1549	14.22561538
1550	14.22469772
1551	14.22469717
1552	14.22393352
1553	14.21928346
1554	14.21928179
1555	14.21927178
1556	14.21768599
1557	14.21419886
1558	14.21272941
1559	14.20463576
1560	14.20463409
1561	14.20463075
1562	14.19891131
1563	14.19891075
1564	14.19583421
1565	14.19583421
1566	14.19583421
1567	14.19345544
1568	14.19269345
1569	14.19191526
1570	14.18664854
1571	14.18615054
1572	14.18614775
1573	14.18078014
1574	14.18077456
1575	14.17993211
1576	14.179931
1577	14.179931
1578	14.17975134
1579	14.17974911
1580	14.17287088
1581	14.17286809
1582	14.1675485
1583	14.16635902
1584	14.16635678
1585	14.16430317
1586	14.16244477
1587	14.16233025
1588	14.16232746
1589	14.15901556
1590	14.15901556
1591	14.15901332
1592	14.15870991
1593	14.14996981
1594	14.14996981
1595	14.14996757
1596	14.14996645
1597	14.14816209
1598	14.14440669
1599	14.14299207
1600	14.14298704
1601	14.13984741
1602	14.13935112
1603	14.13913122
1604	14.13338695
1605	14.13219795
1606	14.13118913
1607	14.12108801
1608	14.12108297
1609	14.12021006
1610	14.12005711
1611	14.12005598
1612	14.12005486
1613	14.12005038
1614	14.12004982
1615	14.11999939
1616	14.11965761
1617	14.1172419
1618	14.11630936
1619	14.11630936
1620	14.11454665
1621	14.11454497
1622	14.11061466
1623	14.11012295
1624	14.10998334
1625	14.10998278
1626	14.10387773
1627	14.10051395
1628	14.09838621
1629	14.09838509
1630	14.09828071
1631	14.09827734
1632	14.09631371
1633	14.09580241
1634	14.09094051
1635	14.09067831
1636	14.09067775
1637	14.09022689
1638	14.08978892
1639	14.08978668
1640	14.08434021
1641	14.07476364
1642	14.07475858
1643	14.06967967
1644	14.0655304
1645	14.06508436
1646	14.06411404
1647	14.05991587
1648	14.05991474
1649	14.05729573
1650	14.05635358
1651	14.05343555
1652	14.05333365
1653	14.05333309
1654	14.05312198
1655	14.04915816
1656	14.04896501
1657	14.04896501
1658	14.04698603
1659	14.04534643
1660	14.04252357
1661	14.0387912
1662	14.03309041
1663	14.02847466
1664	14.02706302
1665	14.022333
